,account_id,client_id,district_id,Gender,age,disposition_type,card_type,Year_DOC,Month_DOC,Day_DOC,Frequency_issuance,Nbr_Credit_Trans.,Amount_Credit_Trans.,Nbr_Debit_Trans.,Amount_Debit_Trans.,average_balance,Nbr_Credit_Cash,Nbr_Credit_Bank,Nbr_Credit_Others,Nbr_Debit_Cash,Nbr_Debit_Card,Nbr_Debit_Bank,Amount_Credit_Cash,Amount_Credit_Bank,Amount_Credit_Others,Amount_Debit_Cash,Amount_Debit_Card,Amount_Debit_Bank,Nbr_Statement_Trans.,Amount_Statement_Trans,Nbr_Interest_Credited_Trans,Amount_Interest_Credited_Trans,Nbr_Sanction_Interest_Trans,Amount_Sanction_Interest_Trans,Nbr_Pension_Trans,Amount_Pension_Trans,Nbr_PO_Leasing,Monthly_Amount_PO_Leasing,Nbr_Insurance_Trans,Amount_Insurance_Trans,Nbr_PO_Insurance,Monthly_Amount_PO_Insurance,Nbr_Household_Trans,Amount_Household_Trans,Nbr_PO_Household,Monthly_Amount_PO_Household,Nbr_Other_Trans,Amount_Other_Trans,Nbr_PO_Other,Monthly_Amount_PO_Other,Nbr_Loan_Trans,Amount_Loan_Trans,Nbr_PO_Loan,Monthly_Amount_PO_Loan,Theoritical_Amount_Loan_Due,Loan_Duration,Status_Loan_Owner,Region,Average_salary_district,Average_Unemployment_rate_district
3453,2035,2470,53,Male,56,OWNER,not availed,1996,5,10,Monthly,67,1017537.7,215,942145.8,50484,5,31,31,96,0,119,12400,999229,5908.7,630820.6,0,311325.2,26,379.6,31,5908.7,0,0,0,0,,,27,3267,1,121,27,226908,1,8404,106,1642070,2,1010,11,53880.2,1,4898.2,176335.2,36,C,south Moravia,8240,3.045
3454,2457,2967,53,Female,38,OWNER,not availed,1993,11,11,Monthly,140,414116.9,178,394555.6,22240,79,0,61,121,0,57,408708,0,5408.9,176017.6,0,218538,56,817.6,61,5408.9,0,0,0,0,,,0,0,,,57,218538,1,3834,144,583908,,,0,0,,,,,,south Moravia,8240,3.045
3455,2734,3300,53,Male,49,OWNER,not availed,1996,12,16,Monthly,59,248999.3,106,201034.4,26718,35,0,24,47,0,59,246356,0,2643.3,92197.4,0,108837,19,277.4,24,2643.3,0,0,0,0,,,20,25860,1,1293,19,16777,1,883,63,338276,1,3310,0,0,,,,,,south Moravia,8240,3.045
3456,2764,3337,53,Male,47,OWNER,classic,1996,8,15,Monthly,59,517969.9,121,427079.8,51751,31,0,28,72,1,48,512213,0,5756.9,344135.8,1200,81744,23,335.8,28,5756.9,0,0,0,0,,,0,0,,,24,24576,1,1024,81,857213,1,2382,0,0,,,,,,south Moravia,8240,3.045
3457,2804,3388,53,Female,34,OWNER,not availed,1996,2,22,Monthly,75,273724.8,85,218223.4,38945,41,0,34,85,0,0,268328,0,5396.8,218223.4,0,0,29,423.4,34,5396.8,0,0,0,0,,,0,0,,,0,0,,,97,486128,,,0,0,,,,,,south Moravia,8240,3.045
3458,2806,3390,53,Female,27,OWNER,not availed,1997,6,26,Monthly,41,196874.6,51,165061.8,32058,23,0,18,37,0,14,194676,0,2198.6,94109.8,0,70952,13,189.8,18,2198.6,0,0,0,0,,,0,0,,,14,70952,1,5068,47,288596,,,0,0,,,,,,south Moravia,8240,3.045
3459,3108,3758,53,Female,36,OWNER,not availed,1993,3,14,Monthly,135,216059.3,256,200892.4,15223,1,69,65,128,0,128,600,211347,4112.3,70204.4,0,130688,64,934.4,65,4112.3,0,0,0,0,,,0,0,,,0,0,1,1560,262,411905,1,482,0,0,,,,,,south Moravia,8240,3.045
3460,3258,3942,53,Male,47,OWNER,not availed,1993,6,5,Monthly,152,1902763.6,254,1813959.4,51676,87,0,65,146,0,108,1889898,0,12865.6,1339947.4,0,474012,54,788.4,65,12865.6,0,0,0,0,1,1646,0,0,,,54,462510,1,8565,179,3229057,1,213,0,0,,,,,,south Moravia,8240,3.045
3461,3272,3961,53,Female,56,OWNER,not availed,1996,8,30,Monthly,59,633393.4,158,599055.8,40252,31,0,28,62,0,96,629204,0,4189.4,515895.8,0,83160,23,335.8,28,4189.4,0,0,0,0,,,24,27024,1,1126,24,11184,1,466,70,1144764,2,1873,0,0,,,,,,south Moravia,8240,3.045
3462,3297,3988,53,Female,25,OWNER,not availed,1995,2,17,Monthly,94,800189.3,119,758858.6,37441,48,0,46,119,0,0,792900,0,7289.3,758858.6,0,0,41,598.6,46,7289.3,0,0,0,0,,,0,0,,,0,0,,,126,1551160,,,0,0,,,,,,south Moravia,8240,3.045
3463,3406,4117,53,Female,81,OWNER,not availed,1997,12,8,Monthly,27,81262,29,59296.8,21634,1,13,13,20,0,9,1100,79222,940,33916.8,0,25380,8,116.8,13,940,0,0,13,79222,,,0,0,,,9,25380,1,2820,13,34900,,,0,0,,,,,,south Moravia,8240,3.045
3464,3444,4165,53,Male,44,OWNER,classic,1997,9,4,Weekly,39,338741.6,35,248848,55647,7,16,16,33,2,0,34800,300370,3571.6,245048,3800,0,11,330,16,3571.6,0,0,0,0,,,0,0,,,0,0,,,47,583688,,,0,0,,,,,,south Moravia,8240,3.045
3465,3485,4212,53,Male,54,OWNER,classic,1996,6,19,Monthly,64,471502,122,427467,41055,34,0,30,68,2,52,466825,0,4677,271065,4900,151502,25,365,30,4677,0,0,0,0,,,0,0,,,26,10374,1,399,79,742425,1,5428,0,0,,,,,,south Moravia,8240,3.045
3466,3575,4313,53,Female,31,OWNER,not availed,1993,9,8,Monthly,151,588921.4,220,560661.4,33799,87,0,64,160,0,60,580253,0,8668.4,256461.4,0,304200,59,861.4,64,8668.4,0,0,0,0,,,0,0,,,60,304200,1,5070,188,835853,,,0,0,,,,,,south Moravia,8240,3.045
3467,3579,4317,53,Female,21,OWNER,not availed,1994,9,2,Monthly,106,1376353.9,199,1299446.2,63186,54,0,52,151,0,48,1363207,0,13146.9,1133366.2,0,166080,47,686.2,52,13146.9,0,0,0,0,,,0,0,,,48,166080,1,3460,158,2495887,,,0,0,,,,,,south Moravia,8240,3.045
3468,3622,4369,53,Male,34,OWNER,not availed,1994,10,15,Monthly,122,1367876.9,183,1332611.6,36978,72,0,50,91,0,92,1361474,0,6402.9,781347.6,0,551264,46,671.6,50,6402.9,0,0,0,0,,,0,0,,,46,446108,1,9698,117,2142150,1,2286,0,0,,,,,,south Moravia,8240,3.045
3469,3637,4386,53,Female,54,OWNER,not availed,1995,10,28,Monthly,80,680589.9,200,606253.8,57448,42,0,38,120,0,80,672304,0,8285.9,418961.8,0,187292,33,481.8,38,8285.9,0,0,0,0,,,0,0,,,34,165818,1,4877,129,1090784,1,219,12,14028,1,1169,14028,12,A,south Moravia,8240,3.045
3470,3702,4464,53,Male,35,OWNER,not availed,1995,4,13,Monthly,104,842719.2,147,762869.4,46799,60,0,44,107,0,40,834372,0,8347.2,376869.4,0,386000,39,569.4,44,8347.2,0,0,0,0,1,418,0,0,,,40,386000,1,9650,128,1210672,,,0,0,,,,,,south Moravia,8240,3.045
3471,3796,4576,53,Male,41,OWNER,not availed,1993,5,25,Monthly,141,1162156.4,257,1087668.2,46310,74,0,67,194,0,63,1149469,0,12687.4,564705.2,0,522963,62,905.2,67,12687.4,0,0,0,0,,,0,0,,,63,522963,1,8301,206,1713269,,,0,0,,,,,,south Moravia,8240,3.045
3472,3807,4588,53,Female,23,OWNER,junior,1995,9,5,Monthly,83,862580.7,143,806451,54868,43,0,40,87,21,35,852842,0,9738.7,588171,49300,168980,35,511,40,9738.7,0,0,0,0,,,0,0,,,35,168980,1,4828,116,1489802,,,0,0,,,,,,south Moravia,8240,3.045
3473,3859,4652,53,Male,37,OWNER,not availed,1996,4,23,Monthly,69,909067.6,104,888656.6,31669,37,0,32,94,0,10,905630,0,3437.6,837454.6,0,51202,25,365,32,3437.6,4,1.6,0,0,,,0,0,,,0,0,,,102,1742718,,,10,51202,1,5120.2,307212,60,D,south Moravia,8240,3.045
3474,3918,4724,53,Female,26,OWNER,not availed,1993,12,9,Monthly,128,638309.5,192,600722.6,24929,67,0,61,135,0,57,631953,0,6356.5,323417.6,0,277305,56,817.6,61,6356.5,0,0,0,0,,,0,0,,,57,277305,1,4865,146,954553,,,0,0,,,,,,south Moravia,8240,3.045
3475,4537,5472,53,Male,43,OWNER,not availed,1996,7,18,Weekly,69,931042.7,88,879127,60279,40,0,29,88,0,0,923965,0,7077.7,879127,0,0,28,840,29,7077.7,0,0,0,0,1,1352.1,0,0,,,0,0,,,100,1802252,,,0,0,,,,,,south Moravia,8240,3.045
3476,5001,6042,53,Male,36,OWNER,not availed,1995,12,15,Monthly,96,1558161.8,158,1542144.2,54493,60,0,36,102,0,56,1551650,0,6511.8,1134676.2,0,407468,32,467.2,36,6511.8,0,0,0,0,,,0,0,,,32,297344,1,9292,130,2685859,,,24,110124,1,4588.5,110124,24,A,south Moravia,8240,3.045
3477,5661,6844,53,Female,28,OWNER,not availed,1995,12,20,Monthly,86,1287660.3,113,1275110.2,35439,51,0,35,113,0,0,1283203,0,4457.3,1275110.2,0,0,28,408.8,35,4457.3,10,79.4,0,0,1,1653.6,0,0,,,0,0,,,126,2557825,,,0,0,,,,,,south Moravia,8240,3.045
3478,8713,10746,53,Male,28,OWNER,not availed,1997,5,18,Monthly,65,386426.5,66,371582.4,32501,8,19,38,61,0,5,23700,358470,4256.5,357357.4,0,14225,14,204.4,38,4256.5,0,0,0,0,,,0,0,,,0,0,,,74,739323,,,5,14225,1,2845,170700,60,C,south Moravia,8240,3.045
3479,112,134,6,Male,67,OWNER,not availed,1993,3,12,Monthly,141,468254.7,215,416444,24899,1,70,70,150,0,65,200,460740,7314.7,283129,0,133315,65,949,70,7314.7,0,0,70,460740,,,0,0,,,65,133315,1,2051,86,282380,,,0,0,,,,,,central Bohemia,8546,3.485
3480,196,238,6,Female,38,OWNER,classic,1993,11,14,Monthly,137,917861.7,367,843928.6,49601,76,0,61,109,32,226,905338,0,12523.7,287517.6,71700,484711,56,817.6,61,12523.7,0,0,0,0,,,56,143024,1,2554,57,72390,1,1270,161,1263738,2,4802,0,0,,,,,,central Bohemia,8546,3.485
3481,238,288,6,Male,37,OWNER,not availed,1993,8,15,Monthly,125,219245.6,190,200257.4,16705,1,64,60,131,0,59,500,214464,4281.6,68451.4,0,131806,59,861.4,60,4281.6,0,0,0,0,,,0,0,,,0,0,1,2234,196,414360,,,0,0,,,,,,central Bohemia,8546,3.485
3482,416,502,6,Male,80,OWNER,not availed,1996,8,11,Monthly,53,146722.3,109,121951.8,19124,1,28,24,61,0,48,500,144340,1882.3,74695.8,0,47256,23,335.8,24,1882.3,0,0,28,144340,,,0,0,,,24,23568,2,1969,39,74860,,,0,0,,,,,,central Bohemia,8546,3.485
3483,516,619,6,Male,79,OWNER,not availed,1996,2,8,Monthly,71,240679.2,102,210524,30491,1,35,35,71,0,31,500,236145,4034.2,94708,0,115816,30,438,35,4034.2,0,0,35,236145,,,0,0,,,31,115816,1,3736,42,94770,,,0,0,,,,,,central Bohemia,8546,3.485
3484,837,1008,6,Male,43,OWNER,not availed,1993,9,18,Monthly,129,1483369.8,237,1432496.8,43926,66,0,63,178,0,59,1472490,0,10879.8,886746.8,0,545750,58,846.8,63,10879.8,0,0,0,0,,,0,0,,,59,545750,1,9250,186,2358390,,,0,0,,,,,,central Bohemia,8546,3.485
3485,843,1017,6,Female,56,OWNER,not availed,1997,4,9,Monthly,49,81948.5,88,65321.6,19180,7,21,21,39,0,49,18000,62370,1578.5,33513.6,0,31808,16,233.6,21,1578.5,0,0,0,0,,,16,14352,1,897,16,15280,1,955,51,113650,1,128,0,0,,,,,,central Bohemia,8546,3.485
3486,993,1197,6,Female,33,OWNER,classic,1996,11,14,Monthly,51,646332.1,54,541918.8,54171,26,0,25,47,1,6,640160,0,6172.1,529245,1800,10873.8,10,146,25,6172.1,0,0,0,0,,,0,0,,,0,0,,,64,1171059,,,6,10873.8,1,1812.3,108738,60,C,central Bohemia,8546,3.485
3487,1006,1210,6,Male,38,OWNER,not availed,1993,2,8,Monthly,178,348662.7,435,298455,34701,38,70,70,172,0,263,77300,261590,9772.7,134439,0,164016,65,949,70,9772.7,0,0,0,0,,,66,3960,1,60,65,25350,1,390,215,472380,2,2041,0,0,,,,,,central Bohemia,8546,3.485
3488,1060,1273,6,Male,21,OWNER,not availed,1996,10,20,Monthly,25,146148.6,14,130300,32078,12,0,13,14,0,0,143059,0,3089.6,130300,0,0,0,0,13,3089.6,0,0,0,0,,,0,0,,,0,0,,,26,273359,,,0,0,,,,,,central Bohemia,8546,3.485
3489,1134,1363,6,Female,20,OWNER,not availed,1993,2,9,Monthly,150,944064.2,304,904622,23387,80,0,70,173,0,131,936920,0,7144.2,383949,0,520673,65,949,70,7144.2,0,0,0,0,,,0,0,,,66,130218,1,1973,188,1319920,1,6007,0,0,,,,,,central Bohemia,8546,3.485
3490,1172,1412,6,Male,20,OWNER,not availed,1997,10,25,Monthly,16,94347.7,10,82500,22252,5,0,11,10,0,0,92558,0,1789.7,82500,0,0,0,0,11,1789.7,0,0,0,0,,,0,0,,,0,0,,,15,175058,,,0,0,,,,,,central Bohemia,8546,3.485
3491,1234,1489,6,Male,71,OWNER,not availed,1993,9,13,Monthly,129,415343.5,199,389751.4,21550,1,64,64,139,0,60,1100,408960,5283.5,255591.4,0,134160,59,861.4,64,5283.5,0,0,64,408960,,,0,0,,,60,134160,1,2236,81,255830,,,0,0,,,,,,central Bohemia,8546,3.485
3492,1524,1848,6,Female,75,OWNER,not availed,1997,2,20,Monthly,42,95245.1,54,76373.2,15655,1,22,19,37,0,17,1100,92884,1261.1,30388.2,0,45985,17,248.2,19,1261.1,0,0,22,92884,,,0,0,,,17,45985,1,2705,21,31240,,,0,0,,,,,,central Bohemia,8546,3.485
3493,1618,1962,6,Male,49,OWNER,not availed,1996,12,18,Monthly,61,139126.2,72,94412.4,25101,13,24,24,53,0,19,51300,85296,2530.2,51377.4,0,43035,19,277.4,24,2530.2,0,0,0,0,,,0,0,,,19,43035,1,2265,71,187696,,,0,0,,,,,,central Bohemia,8546,3.485
3494,1638,1985,6,Male,62,OWNER,not availed,1996,11,12,Weekly,49,389288.2,61,362273,40744,23,0,26,35,0,26,384167,0,5121.2,186602,0,175671,15,450,26,5121.2,0,0,0,0,,,0,0,,,15,146235,1,9749,43,570319,,,11,29436,1,2676,64224,24,C,central Bohemia,8546,3.485
3495,1694,2057,6,Female,23,OWNER,not availed,1993,8,29,Weekly,163,2589811.4,208,2579981,60340,100,0,63,208,0,0,2574735,0,15076.4,2579981,0,0,58,1740,63,15076.4,0,0,0,0,,,0,0,,,0,0,,,250,5152976,,,0,0,,,,,,central Bohemia,8546,3.485
3496,1846,2239,6,Female,23,OWNER,not availed,1995,6,17,Monthly,81,133792.6,100,108206.2,18414,1,42,38,62,0,38,1000,129906,2886.6,29850.2,0,78356,37,540.2,38,2886.6,0,0,0,0,,,0,0,,,0,0,1,2062,106,238572,,,0,0,,,,,,central Bohemia,8546,3.485
3497,1888,2291,6,Male,42,OWNER,not availed,1996,10,21,Monthly,82,835761.5,167,839148.7,27611,4,26,52,90,0,77,8600,821940,5221.5,627024.7,0,212124,21,306.6,52,5221.5,9,149.1,0,0,,,22,71918,1,3269,22,11220,1,510,90,1457109,1,3473,11,52580,1,4780,57360,12,B,central Bohemia,8546,3.485
3498,1894,2299,6,Female,59,OWNER,classic,1996,8,29,Monthly,58,735925,76,681735.8,53892,30,0,28,64,12,0,730333,0,5592,664335.8,17400,0,23,335.8,28,5592,0,0,0,0,,,0,0,,,0,0,,,83,1411733,,,0,0,,,,,,central Bohemia,8546,3.485
3499,1939,2355,6,Female,51,OWNER,not availed,1996,4,19,Weekly,65,1747587.1,163,1664170,60814,1,32,32,109,0,54,400,1739010,8177.1,1556629,0,107541,27,810,32,8177.1,0,0,0,0,,,0,0,,,27,83430,1,3090,115,3295229,1,893,0,0,,,,,,central Bohemia,8546,3.485
3500,1982,2408,6,Female,59,OWNER,not availed,1997,5,8,Monthly,42,326072.7,63,267692.4,37716,23,0,19,49,0,14,322827,0,3245.7,215444.4,0,52248,14,204.4,19,3245.7,0,0,0,0,,,0,0,,,14,52248,1,3732,58,538067,,,0,0,,,,,,central Bohemia,8546,3.485
3501,1996,2425,6,Female,22,OWNER,junior,1996,5,8,Weekly,67,849269.9,96,822385,45929,3,32,32,90,6,0,4600,838460,6209.9,802685,19700,0,27,810,32,6209.9,0,0,0,0,1,2395.6,0,0,,,0,0,,,104,1664635,,,0,0,,,,,,central Bohemia,8546,3.485
3502,2044,2481,6,Male,51,OWNER,classic,1994,11,23,Monthly,101,1005459.6,165,937090.4,46200,52,0,49,108,13,44,995833,0,9626.6,537242.4,29500,370348,44,642.4,49,9626.6,0,0,0,0,1,861,0,0,,,44,370348,1,8417,129,1561933,,,0,0,,,,,,central Bohemia,8546,3.485
3503,2184,2644,6,Female,35,OWNER,classic,1997,5,7,Monthly,42,542775.2,65,496054,38397,22,0,20,47,3,15,538876,0,3899.2,441979,6600,47475,15,219,20,3899.2,0,0,0,0,,,0,0,,,15,47475,1,3165,57,987236,,,0,0,,,,,,central Bohemia,8546,3.485
3504,2241,2714,6,Female,29,OWNER,not availed,1993,2,8,Monthly,163,943379.3,378,879389,41585,93,0,70,181,0,197,931584,0,11795.3,416349,0,463040,65,949,70,11795.3,0,0,0,0,,,65,1040,1,16,66,431970,1,6545,209,1346984,1,455,0,0,,,,,,central Bohemia,8546,3.485
3505,2269,2747,6,Male,63,OWNER,not availed,1993,11,4,Monthly,137,693935.8,220,667409.2,27696,75,0,62,163,0,57,686443,0,7492.8,406292.2,0,261117,57,832.2,62,7492.8,0,0,0,0,1,512,0,0,,,57,261117,1,4581,181,1091903,,,0,0,,,,,,central Bohemia,8546,3.485
3506,2471,2982,6,Female,26,OWNER,classic,1994,7,3,Monthly,112,2575771.9,357,2520143.4,76096,4,54,54,155,2,200,9800,2550303,15668.9,2256443.4,4100,259600,49,715.4,54,15668.9,0,0,0,0,,,50,18150,1,363,50,163850,1,3277,166,4819931,2,1552,0,0,,,,,,central Bohemia,8546,3.485
3507,2516,3038,6,Female,53,OWNER,not availed,1995,11,16,Monthly,84,712246.1,128,665185.2,43065,47,0,37,110,0,18,705764,0,6482.1,490207.2,0,174978,32,467.2,37,6482.1,0,0,0,0,,,0,0,,,0,0,,,125,1195504,,,18,174978,1,9721,466608,48,C,central Bohemia,8546,3.485
3508,2527,3049,6,Male,32,OWNER,not availed,1993,3,19,Monthly,194,2846857.1,286,2780174.6,65936,124,0,70,220,0,66,2829209,0,17648.1,2399090.6,0,381084,66,963.6,70,17648.1,0,0,0,0,1,2322.6,0,0,,,66,381084,1,5774,278,5227336,,,0,0,,,,,,central Bohemia,8546,3.485
3509,2646,3192,6,Male,60,OWNER,classic,1997,7,24,Monthly,49,878769.2,80,816161,57797,33,0,16,50,0,30,875306,0,3463.2,745561,0,70600,10,146,16,3463.2,0,0,0,0,1,3005.8,10,3000,1,300,10,62320,1,6232,73,1620721,1,528,0,0,,,,,,central Bohemia,8546,3.485
3510,2916,3523,6,Male,35,OWNER,not availed,1996,12,3,Monthly,54,364003.3,145,323515,37047,29,0,25,61,0,84,360200,0,3803.3,189892,0,133623,20,292,25,3803.3,0,0,0,0,,,21,76230,1,3630,21,44016,1,2096,70,549800,2,637,0,0,,,,,,central Bohemia,8546,3.485
3511,2945,3556,6,Male,72,OWNER,not availed,1996,7,11,Monthly,56,175046.9,88,160880.4,17608,1,29,26,63,0,25,300,172811,1935.9,114530.4,0,46350,24,350.4,26,1935.9,0,0,29,172811,,,0,0,,,25,46350,1,1854,40,114480,,,0,0,,,,,,central Bohemia,8546,3.485
3512,2965,3580,6,Female,70,OWNER,not availed,1995,10,10,Monthly,73,217412.1,102,191723.8,22237,1,38,34,68,0,34,900,213446,3066.1,101691.8,0,90032,33,481.8,34,3066.1,0,0,38,213446,,,0,0,,,34,90032,1,2648,36,102110,,,0,0,,,,,,central Bohemia,8546,3.485
3513,3124,3779,6,Male,50,OWNER,classic,1995,6,13,Monthly,86,694730.6,235,652197.2,31979,44,0,42,105,17,113,689156,0,5574.6,411640.2,38600,201957,37,540.2,42,5574.6,0,0,0,0,,,38,33288,1,876,38,138662,1,3649,129,1138856,1,811,0,0,,,,,,central Bohemia,8546,3.485
3514,3151,3811,6,Male,47,OWNER,classic,1996,2,21,Monthly,78,463538.2,143,356299.4,59228,44,0,34,67,18,58,455368,0,8170.2,192523.4,34900,128876,29,423.4,34,8170.2,0,0,0,0,,,0,0,,,29,10527,1,363,100,682368,1,4081,0,0,,,,,,central Bohemia,8546,3.485
3515,3182,3847,6,Female,40,OWNER,not availed,1996,12,20,Monthly,50,448616.7,74,432062.4,27623,26,0,24,55,0,19,445834,0,2782.7,309417.4,0,122645,19,277.4,24,2782.7,0,0,0,0,,,0,0,,,19,122645,1,6455,62,754974,,,0,0,,,,,,central Bohemia,8546,3.485
3516,3446,4167,6,Female,50,OWNER,classic,1996,9,27,Immediate,82,1337568,101,1241894,64513,57,0,25,76,3,22,1331632,0,5936,955296,8100,278498,22,2200,25,5936,0,0,0,0,,,0,0,,,22,278498,1,12659,114,2292828,,,0,0,,,,,,central Bohemia,8546,3.485
3517,3551,4286,6,Female,34,OWNER,not availed,1993,10,17,Monthly,149,261682.8,296,243385.2,27233,25,62,62,123,0,173,51000,203856,6826.8,116382.2,0,127003,57,832.2,62,6826.8,0,0,0,0,,,58,16820,1,290,58,102602,1,1769,153,370406,1,133,0,0,,,,,,central Bohemia,8546,3.485
3518,3789,4569,6,Female,28,OWNER,not availed,1996,8,18,Monthly,68,880143.1,86,833447,48799,40,0,28,66,0,20,874288,0,5855.1,608567,0,224880,20,292,28,5855.1,0,0,0,0,,,0,0,,,20,224880,1,11244,86,1482563,,,0,0,,,,,,central Bohemia,8546,3.485
3519,3934,4744,6,Male,70,OWNER,not availed,1997,12,23,Monthly,21,77804,24,56970.2,22787,1,12,8,16,0,8,700,76344,760,37802.2,0,19168,7,102.2,8,760,0,0,12,76344,,,0,0,,,8,19168,1,2396,10,38400,,,0,0,,,,,,central Bohemia,8546,3.485
3520,3956,4772,6,Female,49,OWNER,classic,1996,10,28,Monthly,65,340051.8,97,271180.6,49185,39,0,26,53,0,44,335141,0,4910.8,118786.6,0,152394,21,306.6,26,4910.8,0,0,0,0,,,0,0,,,22,132770,1,6035,71,453621,1,892,0,0,,,,,,central Bohemia,8546,3.485
3521,4116,4956,6,Male,53,OWNER,not availed,1997,10,5,Monthly,42,746341.7,52,652965.8,52607,27,0,15,36,0,16,743283,0,3058.7,493532.4,0,159433.4,9,131.4,15,3058.7,0,0,0,0,,,0,0,,,9,130032,1,14448,54,1236684,,,7,29401.4,1,4200.2,151207.2,36,C,central Bohemia,8546,3.485
3522,5072,6122,6,Female,31,OWNER,not availed,1996,4,12,Monthly,68,878337.5,231,823489.8,47650,35,0,33,95,0,136,871421,0,6916.5,427048.8,0,396441,28,408.8,33,6916.5,0,0,0,0,,,28,29820,1,1065,28,52164,1,1863,102,1298061,2,6674,23,121716,1,5292,317520,60,C,central Bohemia,8546,3.485
3523,6083,7348,6,Female,22,OWNER,not availed,1996,9,19,Weekly,94,1252837.3,126,1247779.9,44139,49,0,45,114,0,12,1245666,0,7171.3,1157563.9,0,90216,23,690,45,7171.3,12,853.9,0,0,,,0,0,,,23,238900,,,105,2162786,,,12,90216,1,7518,360864,48,D,central Bohemia,8546,3.485
3524,6495,7843,6,Male,33,OWNER,not availed,1996,7,23,Monthly,65,603321.1,112,579076.4,38457,36,0,29,79,0,33,598954,0,4367.1,293950.4,0,285126,24,350.4,29,4367.1,0,0,0,0,,,0,0,,,25,215150,1,8606,91,892554,,,8,69976,1,8747,104964,12,C,central Bohemia,8546,3.485
3525,119,143,27,Male,21,OWNER,not availed,1993,5,25,Monthly,135,1583824.2,260,1526429.2,39911,68,0,67,198,0,62,1572131,0,11693.2,1014805.2,0,511624,62,905.2,67,11693.2,0,0,0,0,,,0,0,,,62,511624,1,8252,204,2586031,,,0,0,,,,,,west Bohemia,8561,0.97
3526,212,255,27,Female,48,OWNER,classic,1993,1,20,Weekly,146,3857257.4,286,3761845,58325,4,71,71,217,3,66,20100,3818430,18727.4,2838139,10200,913506,66,1980,71,18727.4,0,0,0,0,,,0,0,,,66,913506,1,13841,229,6684889,,,0,0,,,,,,west Bohemia,8561,0.97
3527,227,273,27,Female,27,OWNER,classic,1995,3,28,Monthly,91,2200113.8,166,2114919,48099,1,45,45,126,0,40,700,2189908,9505.8,1739679,0,375240,40,584,45,9505.8,0,0,0,0,,,0,0,,,40,375240,1,9381,132,3929703,,,0,0,,,,,,west Bohemia,8561,0.97
3528,270,326,27,Female,32,OWNER,gold,1995,1,23,Monthly,96,1228044,162,1138817.2,63278,49,0,47,113,7,42,1215611,0,12433,892613.2,16800,229404,42,613.2,47,12433,0,0,0,0,,,0,0,,,42,229404,1,5462,127,2124411,,,0,0,,,,,,west Bohemia,8561,0.97
3529,441,531,27,Male,23,OWNER,junior,1993,12,17,Weekly,129,2984001.4,318,2876451,70891,9,60,60,192,15,111,59100,2907450,17451.4,2629656,36700,210095,55,1650,60,17451.4,0,0,0,0,1,4473,0,0,,,55,167255,1,3041,221,5631256,1,765,0,0,,,,,,west Bohemia,8561,0.97
3530,653,783,27,Female,28,OWNER,not availed,1997,8,19,Monthly,34,270980.6,41,240367.6,37905,18,0,16,30,0,11,268610,0,2370.6,181000.6,0,59367,11,160.6,16,2370.6,0,0,0,0,,,0,0,,,11,59367,1,5397,37,449450,,,0,0,,,,,,west Bohemia,8561,0.97
3531,666,798,27,Female,59,OWNER,classic,1996,3,15,Monthly,78,577028.5,198,495892.8,47635,45,0,33,83,19,96,570288,0,6740.5,243708.8,38800,213384,28,408.8,33,6740.5,0,0,0,0,,,28,26740,1,955,28,110208,1,3936,119,852388,1,2282,12,12540,1,1045,12540,12,A,west Bohemia,8561,0.97
3532,687,824,27,Male,47,OWNER,not availed,1996,6,2,Monthly,65,437421.3,126,417431.6,20488,34,0,31,74,0,52,434554,0,2867.3,275939.6,0,141492,26,379.6,31,2867.3,0,0,0,0,,,0,0,,,26,37544,1,1444,82,710114,1,3998,0,0,,,,,,west Bohemia,8561,0.97
3533,872,1050,27,Female,28,OWNER,not availed,1997,1,18,Monthly,62,174375.5,61,128038.8,37553,39,0,23,43,0,18,170800,0,3575.5,78322.8,0,49716,18,262.8,23,3575.5,0,0,0,0,,,0,0,,,18,49716,1,2762,64,248860,,,0,0,,,,,,west Bohemia,8561,0.97
3534,1127,1353,27,Male,40,OWNER,classic,1993,1,27,Monthly,144,1816149.1,268,1763683.6,62634,73,0,71,166,35,67,1798810,0,17339.1,1277763.6,66500,419420,66,963.6,71,17339.1,0,0,0,0,,,0,0,,,67,419420,1,6260,208,3142110,,,0,0,,,,,,west Bohemia,8561,0.97
3535,1177,1417,27,Female,33,OWNER,not availed,1997,12,20,Monthly,26,270468.9,42,230983.2,31172,14,0,12,27,0,15,269006,0,1462.9,202162.2,0,28821,7,102.2,12,1462.9,0,0,0,0,,,0,0,,,8,4328,1,541,34,471066,1,3499,0,0,1,6306,,,,west Bohemia,8561,0.97
3536,1305,1579,27,Male,36,OWNER,gold,1993,8,25,Monthly,135,755433.1,189,647561.4,60904,71,0,64,187,2,0,739705,0,15728.1,645761.4,1800,0,59,861.4,64,15728.1,0,0,0,0,,,0,0,,,0,0,,,201,1386405,,,0,0,,,,,,west Bohemia,8561,0.97
3537,1432,1737,27,Male,44,OWNER,not availed,1997,7,19,Monthly,35,607777.7,52,585274.2,33210,1,17,17,40,0,12,1000,604432,2345.7,422194.2,0,163080,12,175.2,17,2345.7,0,0,0,0,1,3267.2,0,0,,,12,163080,1,13590,46,1027451,,,0,0,,,,,,west Bohemia,8561,0.97
